,Start_date_of_CEWS_period,RegionCode,RegionName,RuralUrbanFlag,CMACAFlag,Number_business_locations,Subsidy_amount,Supported_employees,CEWS_rehire_count,province_regionCode,province_regionName
1536,2020-03-15,2484035,L'Île-du-Grand-Calumet,RURAL,Not applicable,0,,,0,24,Quebec
1537,2020-03-15,2484045,Thorne,RURAL,Not applicable,5,"50,000",31,0,24,Quebec
1538,2020-03-15,2484055,Otter Lake,RURAL,Not applicable,0,,,0,24,Quebec
1539,2020-03-15,2484060,Fort-Coulonge,RURAL,Not applicable,0,,,0,24,Quebec
1540,2020-03-15,2484065,Mansfield-et-Pontefract,RURAL,Not applicable,10,"41,000",62,0,24,Quebec
1541,2020-03-15,2484082,L'Isle-aux-Allumettes,RURAL,Not applicable,5,"21,000",10,0,24,Quebec
1542,2020-03-15,2484100,Rapides-des-Joachims,RURAL,Not applicable,0,,,0,24,Quebec
1543,2020-03-15,2485005,Témiscaming,RURAL,Not applicable,5,"230,000",97,0,24,Quebec
1544,2020-03-15,2485015,Saint-Édouard-de-Fabre,RURAL,Not applicable,0,,,0,24,Quebec
1545,2020-03-15,2485020,Béarn,RURAL,Not applicable,0,,,0,24,Quebec
1546,2020-03-15,2485025,Ville-Marie,RURAL,Not applicable,40,"377,000",220,10,24,Quebec
1547,2020-03-15,2485030,Duhamel-Ouest,RURAL,Not applicable,5,"86,000",37,0,24,Quebec
1548,2020-03-15,2485037,Lorrainville,RURAL,Not applicable,10,"134,000",97,0,24,Quebec
1549,2020-03-15,2485045,Saint-Bruno-de-Guigues,RURAL,Not applicable,10,"71,000",37,5,24,Quebec
1550,2020-03-15,2485050,Laverlochère,RURAL,Not applicable,0,,,0,24,Quebec
1551,2020-03-15,2485070,Laforce,RURAL,Not applicable,0,,,0,24,Quebec
1552,2020-03-15,2485080,Angliers,RURAL,Not applicable,0,,,0,24,Quebec
1553,2020-03-15,2485085,Saint-Eugène-de-Guigues,RURAL,Not applicable,0,,,0,24,Quebec
1554,2020-03-15,2485090,Notre-Dame-du-Nord,RURAL,Not applicable,10,"209,000",165,0,24,Quebec
1555,2020-03-15,2485095,Guérin,RURAL,Not applicable,0,,,0,24,Quebec
1556,2020-03-15,2485804,Winneway,RURAL,Not applicable,0,,,0,24,Quebec
1557,2020-03-15,2486042,Rouyn-Noranda,URBAN,Not applicable,385,"8,519,000","4,056",75,24,Quebec
1558,2020-03-15,2487005,Duparquet,RURAL,Not applicable,5,"9,000",5,0,24,Quebec
1559,2020-03-15,2487010,Rapide-Danseur,RURAL,Not applicable,0,,,0,24,Quebec
1560,2020-03-15,2487020,Gallichan,RURAL,Not applicable,0,,,0,24,Quebec
1561,2020-03-15,2487025,Palmarolle,RURAL,Not applicable,10,"88,000",42,0,24,Quebec
1562,2020-03-15,2487030,Sainte-Germaine-Boulé,RURAL,Not applicable,0,,,0,24,Quebec
1563,2020-03-15,2487035,Poularies,RURAL,Not applicable,0,,,0,24,Quebec
1564,2020-03-15,2487042,Taschereau,RURAL,Not applicable,5,,,0,24,Quebec
1565,2020-03-15,2487050,Authier,RURAL,Not applicable,5,,,0,24,Quebec
1566,2020-03-15,2487058,Macamic,RURAL,Not applicable,5,,,0,24,Quebec
1567,2020-03-15,2487070,Sainte-Hélène-de-Mancebourg,RURAL,Not applicable,10,"49,000",21,0,24,Quebec
1568,2020-03-15,2487075,Clerval,RURAL,Not applicable,5,,,0,24,Quebec
1569,2020-03-15,2487085,Dupuy,RURAL,Not applicable,5,"49,000",18,0,24,Quebec
1570,2020-03-15,2487090,La Sarre,RURAL,Not applicable,105,"2,369,000",935,20,24,Quebec
1571,2020-03-15,2487115,Normétal,RURAL,Not applicable,0,,,0,24,Quebec
1572,2020-03-15,2488005,Champneuf,RURAL,Not applicable,0,,,0,24,Quebec
1573,2020-03-15,2488022,Barraute,RURAL,Not applicable,15,"91,000",52,0,24,Quebec
1574,2020-03-15,2488030,La Corne,RURAL,Not applicable,5,"68,000",32,0,24,Quebec
1575,2020-03-15,2488040,Saint-Marc-de-Figuery,RURAL,Not applicable,5,"23,000",9,0,24,Quebec
1576,2020-03-15,2488045,La Motte,RURAL,Not applicable,0,,,0,24,Quebec
1577,2020-03-15,2488050,Saint-Mathieu-d'Harricana,RURAL,Not applicable,0,,,0,24,Quebec
1578,2020-03-15,2488055,Amos,RURAL,Not applicable,170,"2,278,000","1,133",30,24,Quebec
1579,2020-03-15,2488060,Saint-Félix-de-Dalquier,RURAL,Not applicable,10,"94,000",35,5,24,Quebec
1580,2020-03-15,2488065,Saint-Dominique-du-Rosaire,RURAL,Not applicable,0,,,0,24,Quebec
1581,2020-03-15,2488070,Berry,RURAL,Not applicable,5,"29,000",11,0,24,Quebec
1582,2020-03-15,2488075,Trécesson,RURAL,Not applicable,0,,,0,24,Quebec
1583,2020-03-15,2488080,Launay,RURAL,Not applicable,0,,,0,24,Quebec
1584,2020-03-15,2488085,Sainte-Gertrude-Manneville,RURAL,Not applicable,0,,,0,24,Quebec
1585,2020-03-15,2488090,Preissac,RURAL,Not applicable,0,,,0,24,Quebec
1586,2020-03-15,2488802,Pikogan,RURAL,Not applicable,0,,,0,24,Quebec
1587,2020-03-15,2488904,Lac-Chicobi,RURAL,Not applicable,0,,,0,24,Quebec
1588,2020-03-15,2489008,Val-d'Or,URBAN,Not applicable,345,"10,373,000","4,634",75,24,Quebec
1589,2020-03-15,2489010,Rivière-Héva,RURAL,Not applicable,0,,,0,24,Quebec
1590,2020-03-15,2489015,Malartic,RURAL,Not applicable,20,"788,000",361,0,24,Quebec
1591,2020-03-15,2489040,Senneterre,RURAL,Not applicable,15,"204,000",123,0,24,Quebec
1592,2020-03-15,2489045,Senneterre,RURAL,Not applicable,10,"61,000",43,5,24,Quebec
1593,2020-03-15,2490012,La Tuque,RURAL,Not applicable,65,"988,000",472,10,24,Quebec
1594,2020-03-15,2490802,Wemotaci,RURAL,Not applicable,5,,,0,24,Quebec
1595,2020-03-15,2490804,Obedjiwan,RURAL,Not applicable,0,,,0,24,Quebec
1596,2020-03-15,2491005,Lac-Bouchette,RURAL,Not applicable,10,"88,000",63,0,24,Quebec
1597,2020-03-15,2491010,Saint-André-du-Lac-Saint-Jean,RURAL,Not applicable,0,,,0,24,Quebec
1598,2020-03-15,2491015,Saint-François-de-Sales,RURAL,Not applicable,0,,,0,24,Quebec
1599,2020-03-15,2491020,Chambord,RURAL,Not applicable,20,"156,000",108,5,24,Quebec
1600,2020-03-15,2491025,Roberval,RURAL,Not applicable,85,"925,000",565,10,24,Quebec
1601,2020-03-15,2491035,Saint-Prime,RURAL,Not applicable,20,"410,000",208,0,24,Quebec
1602,2020-03-15,2491042,Saint-Félicien,RURAL,Not applicable,100,"1,569,000",839,15,24,Quebec
1603,2020-03-15,2491050,La Doré,RURAL,Not applicable,5,"65,000",48,0,24,Quebec
1604,2020-03-15,2491802,Mashteuiatsh,RURAL,Not applicable,15,"185,000",87,5,24,Quebec
1605,2020-03-15,2492005,Saint-Augustin,RURAL,Not applicable,5,"15,000",13,0,24,Quebec
1606,2020-03-15,2492010,Péribonka,RURAL,Not applicable,0,,,0,24,Quebec
1607,2020-03-15,2492015,Sainte-Jeanne-d'Arc,URBAN,Not applicable,5,,,0,24,Quebec
1608,2020-03-15,2492022,Dolbeau-Mistassini,URBAN,Not applicable,135,"1,671,000",908,25,24,Quebec
1609,2020-03-15,2492030,Albanel,RURAL,Not applicable,15,"154,000",77,0,24,Quebec
1610,2020-03-15,2492040,Normandin,RURAL,Not applicable,25,"417,000",196,5,24,Quebec
1611,2020-03-15,2492045,Saint-Thomas-Didyme,RURAL,Not applicable,0,,,0,24,Quebec
1612,2020-03-15,2492050,Saint-Edmond-les-Plaines,RURAL,Not applicable,5,"33,000",27,0,24,Quebec
1613,2020-03-15,2492055,Girardville,RURAL,Not applicable,15,"131,000",62,5,24,Quebec
1614,2020-03-15,2492065,Saint-Eugène-d'Argentenay,RURAL,Not applicable,0,,,0,24,Quebec
1615,2020-03-15,2492070,Saint-Stanislas,URBAN,Not applicable,0,,,0,24,Quebec
1616,2020-03-15,2492902,Passes-Dangereuses,RURAL,Not applicable,0,,,0,24,Quebec
1617,2020-03-15,2493005,Desbiens,RURAL,Not applicable,5,"10,000",7,0,24,Quebec
1618,2020-03-15,2493012,Métabetchouan--Lac-à-la-Croix,RURAL,Not applicable,25,"510,000",234,0,24,Quebec
1619,2020-03-15,2493020,Hébertville,RURAL,Not applicable,10,"108,000",80,0,24,Quebec
1620,2020-03-15,2493025,Hébertville-Station,RURAL,Not applicable,5,"70,000",52,0,24,Quebec
1621,2020-03-15,2493030,Saint-Bruno,RURAL,Not applicable,20,"271,000",121,0,24,Quebec
1622,2020-03-15,2493035,Saint-Gédéon,RURAL,Not applicable,10,"51,000",31,5,24,Quebec
1623,2020-03-15,2493042,Alma,URBAN,Not applicable,310,"3,788,000","2,179",45,24,Quebec
1624,2020-03-15,2493045,Saint-Nazaire,URBAN,Not applicable,5,"406,000",156,0,24,Quebec
1625,2020-03-15,2493055,Labrecque,RURAL,Not applicable,0,,,0,24,Quebec
1626,2020-03-15,2493065,L'Ascension-de-Notre-Seigneur,RURAL,Not applicable,0,,,0,24,Quebec
1627,2020-03-15,2493070,Saint-Henri-de-Taillon,RURAL,Not applicable,5,"27,000",24,0,24,Quebec
1628,2020-03-15,2493075,Sainte-Monique,RURAL,Not applicable,5,"65,000",33,0,24,Quebec
1629,2020-03-15,2493080,Saint-Ludger-de-Milot,RURAL,Not applicable,15,"376,000",152,0,24,Quebec
1630,2020-03-15,2494068,Saguenay,URBAN,Not applicable,"1,275","22,662,000","11,336",210,24,Quebec
1631,2020-03-15,2494205,Petit-Saguenay,RURAL,Not applicable,5,"16,000",12,0,24,Quebec
1632,2020-03-15,2494210,L'Anse-Saint-Jean,RURAL,Not applicable,5,"47,000",37,0,24,Quebec
1633,2020-03-15,2494215,Rivière-Éternité,RURAL,Not applicable,5,,,0,24,Quebec
1634,2020-03-15,2494220,Ferland-et-Boilleau,RURAL,Not applicable,5,,,0,24,Quebec
1635,2020-03-15,2494225,Saint-Félix-d'Otis,URBAN,Not applicable,5,,22,0,24,Quebec
1636,2020-03-15,2494230,Sainte-Rose-du-Nord,URBAN,Not applicable,0,,,0,24,Quebec
1637,2020-03-15,2494235,Saint-Fulgence,URBAN,Not applicable,5,"23,000",13,0,24,Quebec
1638,2020-03-15,2494240,Saint-Honoré,URBAN,Not applicable,15,"186,000",92,5,24,Quebec
1639,2020-03-15,2494245,Saint-David-de-Falardeau,URBAN,Not applicable,15,"139,000",99,0,24,Quebec
1640,2020-03-15,2494250,Bégin,URBAN,Not applicable,0,,,0,24,Quebec
1641,2020-03-15,2494255,Saint-Ambroise,RURAL,Not applicable,20,"255,000",133,0,24,Quebec
1642,2020-03-15,2494260,Saint-Charles-de-Bourget,URBAN,Not applicable,5,"11,000",10,0,24,Quebec
1643,2020-03-15,2494265,Larouche,URBAN,Not applicable,5,"205,000",86,0,24,Quebec
1644,2020-03-15,2495005,Tadoussac,RURAL,Not applicable,5,"53,000",25,0,24,Quebec
1645,2020-03-15,2495010,Sacré-Coeur,RURAL,Not applicable,10,"76,000",55,0,24,Quebec
1646,2020-03-15,2495018,Les Bergeronnes,RURAL,Not applicable,5,"60,000",26,0,24,Quebec
1647,2020-03-15,2495025,Les Escoumins,RURAL,Not applicable,20,"184,000",123,5,24,Quebec
1648,2020-03-15,2495040,Portneuf-sur-Mer,RURAL,Not applicable,5,"30,000",14,0,24,Quebec
1649,2020-03-15,2495045,Forestville,RURAL,Not applicable,20,"101,000",71,5,24,Quebec
1650,2020-03-15,2495050,Colombier,RURAL,Not applicable,0,,,0,24,Quebec
1651,2020-03-15,2495802,Essipit,RURAL,Not applicable,0,,,0,24,Quebec
1652,2020-03-15,2496005,Baie-Trinité,RURAL,Not applicable,5,,,0,24,Quebec
1653,2020-03-15,2496015,Franquelin,RURAL,Not applicable,0,,,0,24,Quebec
1654,2020-03-15,2496020,Baie-Comeau,URBAN,Not applicable,210,,"1,398",30,24,Quebec
1655,2020-03-15,2496025,Pointe-Lebel,URBAN,Not applicable,0,,,0,24,Quebec
1656,2020-03-15,2496030,Pointe-aux-Outardes,URBAN,Not applicable,5,,,0,24,Quebec
1657,2020-03-15,2496035,Chute-aux-Outardes,URBAN,Not applicable,0,,,0,24,Quebec
1658,2020-03-15,2497007,Sept-Îles,URBAN,Not applicable,215,"3,591,000","1,679",35,24,Quebec
1659,2020-03-15,2497022,Port-Cartier,RURAL,Not applicable,25,,"1,741",5,24,Quebec
1660,2020-03-15,2497035,Fermont,RURAL,Not applicable,10,,,0,24,Quebec
1661,2020-03-15,2497040,Schefferville,RURAL,Not applicable,0,,,0,24,Quebec
1662,2020-03-15,2497802,Uashat,URBAN,Not applicable,20,"205,000",181,0,24,Quebec
1663,2020-03-15,2497804,Maliotenam,URBAN,Not applicable,5,"43,000",20,0,24,Quebec
1664,2020-03-15,2497806,Kawawachikamach,RURAL,Not applicable,0,,,0,24,Quebec
1665,2020-03-15,2498005,Blanc-Sablon,RURAL,Not applicable,5,"39,000",18,0,24,Quebec
1666,2020-03-15,2498010,Bonne-Espérance,RURAL,Not applicable,0,,,0,24,Quebec
1667,2020-03-15,2498014,Gros-Mécatina,RURAL,Not applicable,0,,,0,24,Quebec
1668,2020-03-15,2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,RURAL,Not applicable,0,,,0,24,Quebec
1669,2020-03-15,2498020,L'Île-d'Anticosti,RURAL,Not applicable,0,,,0,24,Quebec
1670,2020-03-15,2498025,Natashquan,RURAL,Not applicable,0,,,0,24,Quebec
1671,2020-03-15,2498030,Aguanish,RURAL,Not applicable,0,,,0,24,Quebec
1672,2020-03-15,2498040,Havre-Saint-Pierre,RURAL,Not applicable,20,"327,000",282,0,24,Quebec
1673,2020-03-15,2498045,Longue-Pointe-de-Mingan,RURAL,Not applicable,0,,,0,24,Quebec
1674,2020-03-15,2498050,Rivière-Saint-Jean,RURAL,Not applicable,0,,,0,24,Quebec
1675,2020-03-15,2498055,Rivière-au-Tonnerre,RURAL,Not applicable,5,"22,000",10,0,24,Quebec
1676,2020-03-15,2498804,La Romaine,RURAL,Not applicable,5,"29,000",13,0,24,Quebec
1677,2020-03-15,2498808,Mingan,RURAL,Not applicable,5,"294,000",111,0,24,Quebec
1678,2020-03-15,2499005,Lebel-sur-Quévillon,RURAL,Not applicable,15,"155,000",92,5,24,Quebec
1679,2020-03-15,2499015,Matagami,RURAL,Not applicable,10,"132,000",64,0,24,Quebec
1680,2020-03-15,2499020,Chapais,RURAL,Not applicable,5,"36,000",20,0,24,Quebec
1681,2020-03-15,2499025,Chibougamau,RURAL,Not applicable,70,"868,000",443,0,24,Quebec
1682,2020-03-15,2499060,Eeyou Istchee Baie-James,RURAL,Not applicable,10,"251,000",89,0,24,Quebec
1683,2020-03-15,2499085,Inukjuak,RURAL,Not applicable,0,,,0,24,Quebec
1684,2020-03-15,2499095,Kuujjuaq,RURAL,Not applicable,10,"233,000",83,0,24,Quebec
1685,2020-03-15,2499100,Tasiujaq,RURAL,Not applicable,0,,,0,24,Quebec
1686,2020-03-15,2499105,Aupaluk,RURAL,Not applicable,0,,,0,24,Quebec
1687,2020-03-15,2499135,Salluit,RURAL,Not applicable,0,,,0,24,Quebec
1688,2020-03-15,2499802,Waswanipi,RURAL,Not applicable,5,,22,0,24,Quebec
1689,2020-03-15,2499804,Mistissini,RURAL,Not applicable,10,"242,000",149,0,24,Quebec
1690,2020-03-15,2499806,Waskaganish,RURAL,Not applicable,5,"236,000",87,0,24,Quebec
1691,2020-03-15,2499808,Nemaska,RURAL,Not applicable,0,,,0,24,Quebec
1692,2020-03-15,2499810,Eastmain,RURAL,Not applicable,5,,,0,24,Quebec
1693,2020-03-15,2499812,Wemindji,RURAL,Not applicable,0,,,0,24,Quebec
1694,2020-03-15,2499814,Chisasibi,RURAL,Not applicable,0,,,0,24,Quebec
1695,2020-03-15,2499818,Oujé-Bougoumou,RURAL,Not applicable,0,,,0,24,Quebec
1699,2020-03-15,3500000,Ontario - rural part undetermined CSD,RURAL,Not applicable,40,"1,620,000",717,0,35,Ontario
1700,2020-03-15,3501005,South Glengarry,RURAL,Not applicable,85,"1,159,000",617,10,35,Ontario
1701,2020-03-15,3501007,Akwesasne (Part) 59,RURAL,Not applicable,0,,,0,35,Ontario
1702,2020-03-15,3501011,South Stormont,URBAN,Not applicable,60,"1,222,000",567,5,35,Ontario
1703,2020-03-15,3501012,Cornwall,URBAN,Not applicable,325,"7,878,000","4,145",35,35,Ontario
1704,2020-03-15,3501020,South Dundas,RURAL,Not applicable,50,"1,288,000",613,5,35,Ontario
1705,2020-03-15,3501030,North Dundas,RURAL,Not applicable,80,"1,474,000",680,10,35,Ontario
1706,2020-03-15,3501042,North Stormont,RURAL,Not applicable,30,"814,000",338,5,35,Ontario
1707,2020-03-15,3501050,North Glengarry,RURAL,Not applicable,45,"603,000",346,5,35,Ontario
1708,2020-03-15,3502001,East Hawkesbury,RURAL,Not applicable,5,"55,000",25,0,35,Ontario
1709,2020-03-15,3502008,Hawkesbury,URBAN,Not applicable,90,"2,147,000","1,097",15,35,Ontario
1710,2020-03-15,3502010,Champlain,RURAL,Not applicable,60,"2,246,000",875,10,35,Ontario
1711,2020-03-15,3502023,Alfred and Plantagenet,RURAL,Not applicable,35,"511,000",212,0,35,Ontario
1712,2020-03-15,3502025,The Nation,RURAL,Not applicable,65,"1,148,000",565,10,35,Ontario
1713,2020-03-15,3502036,Clarence-Rockland,URBAN,Not applicable,120,"1,992,000","1,145",10,35,Ontario
1714,2020-03-15,3502044,Casselman,RURAL,Not applicable,25,"500,000",325,0,35,Ontario
1715,2020-03-15,3502048,Russell,URBAN,Not applicable,95,"1,444,000",635,15,35,Ontario
1716,2020-03-15,3506008,Ottawa,URBAN,Not applicable,"8,125","205,150,000","95,027",900,35,Ontario
1717,2020-03-15,3507004,Edwardsburgh/Cardinal,RURAL,Not applicable,25,"963,000",359,0,35,Ontario
1718,2020-03-15,3507006,Augusta,URBAN,Not applicable,40,"884,000",358,5,35,Ontario
1719,2020-03-15,3507008,Prescott,RURAL,Not applicable,25,"411,000",226,0,35,Ontario
1720,2020-03-15,3507014,Elizabethtown-Kitley,URBAN,Not applicable,50,"1,051,000",515,5,35,Ontario
1721,2020-03-15,3507015,Brockville,URBAN,Not applicable,195,"2,604,000","1,493",20,35,Ontario
1722,2020-03-15,3507017,Front of Yonge,RURAL,Not applicable,10,"59,000",31,0,35,Ontario
1723,2020-03-15,3507021,Leeds and the Thousand Islands,RURAL,Not applicable,45,"759,000",376,0,35,Ontario
1724,2020-03-15,3507024,Gananoque,RURAL,Not applicable,45,"709,000",443,0,35,Ontario
1725,2020-03-15,3507033,Westport,RURAL,Not applicable,5,"30,000",16,0,35,Ontario
1726,2020-03-15,3507040,Rideau Lakes,RURAL,Not applicable,40,"393,000",194,5,35,Ontario
1727,2020-03-15,3507042,Athens,RURAL,Not applicable,5,"356,000",121,0,35,Ontario
1728,2020-03-15,3507052,Merrickville-Wolford,RURAL,Not applicable,10,"44,000",31,0,35,Ontario
1729,2020-03-15,3507065,North Grenville,URBAN,Not applicable,105,"1,753,000",814,10,35,Ontario
1730,2020-03-15,3509001,Montague,RURAL,Not applicable,15,"144,000",107,5,35,Ontario
1731,2020-03-15,3509004,Smiths Falls,RURAL,Not applicable,85,"2,513,000","1,287",5,35,Ontario
1732,2020-03-15,3509010,Drummond/North Elmsley,RURAL,Not applicable,20,"286,000",139,5,35,Ontario
1733,2020-03-15,3509015,Tay Valley,RURAL,Not applicable,15,"171,000",70,0,35,Ontario
1734,2020-03-15,3509021,Perth,RURAL,Not applicable,75,"1,020,000",563,5,35,Ontario
1735,2020-03-15,3509024,Beckwith,URBAN,Not applicable,20,"1,153,000",427,0,35,Ontario
1736,2020-03-15,3509028,Carleton Place,URBAN,Not applicable,80,"1,161,000",588,10,35,Ontario
1737,2020-03-15,3509030,Mississippi Mills,URBAN,Not applicable,75,"684,000",350,10,35,Ontario
1738,2020-03-15,3509039,Lanark Highlands,RURAL,Not applicable,20,"162,000",76,0,35,Ontario
1739,2020-03-15,3510005,Frontenac Islands,URBAN,Not applicable,5,"39,000",20,0,35,Ontario
1740,2020-03-15,3510010,Kingston,URBAN,Not applicable,"1,245","23,990,000","12,855",125,35,Ontario
1741,2020-03-15,3510020,South Frontenac,URBAN,Not applicable,60,"680,000",321,5,35,Ontario
1742,2020-03-15,3510035,Central Frontenac,RURAL,Not applicable,25,"307,000",151,0,35,Ontario
1743,2020-03-15,3510045,North Frontenac,RURAL,Not applicable,5,"31,000",14,0,35,Ontario
1744,2020-03-15,3511005,Loyalist,URBAN,Not applicable,40,"486,000",222,0,35,Ontario
1745,2020-03-15,3511015,Greater Napanee,RURAL,Not applicable,115,"3,001,000","1,510",5,35,Ontario
1746,2020-03-15,3511030,Stone Mills,RURAL,Not applicable,25,"145,000",98,5,35,Ontario
1747,2020-03-15,3511035,Addington Highlands,RURAL,Not applicable,5,"64,000",44,0,35,Ontario
1748,2020-03-15,3512001,Tyendinaga,URBAN,Not applicable,20,"384,000",190,0,35,Ontario
1749,2020-03-15,3512002,Deseronto,RURAL,Not applicable,0,,,0,35,Ontario
1750,2020-03-15,3512004,Tyendinaga Mohawk Territory,RURAL,Not applicable,0,,,0,35,Ontario
1751,2020-03-15,3512005,Belleville,URBAN,Not applicable,570,"12,329,000","6,417",45,35,Ontario
1752,2020-03-15,3512015,Quinte West,URBAN,Not applicable,205,"4,053,000","2,013",20,35,Ontario
1753,2020-03-15,3512020,Stirling-Rawdon,URBAN,Not applicable,35,"324,000",164,5,35,Ontario
1754,2020-03-15,3512026,Centre Hastings,RURAL,Not applicable,20,"134,000",97,0,35,Ontario
1755,2020-03-15,3512030,Tweed,RURAL,Not applicable,20,"324,000",175,0,35,Ontario
1756,2020-03-15,3512036,Madoc,RURAL,Not applicable,5,"69,000",,0,35,Ontario
1757,2020-03-15,3512046,Marmora and Lake,RURAL,Not applicable,10,"64,000",31,5,35,Ontario
1758,2020-03-15,3512054,Wollaston,RURAL,Not applicable,0,,,0,35,Ontario
1759,2020-03-15,3512058,Faraday,RURAL,Not applicable,20,"195,000",126,5,35,Ontario
1760,2020-03-15,3512061,Bancroft,RURAL,Not applicable,40,"498,000",348,5,35,Ontario
1761,2020-03-15,3512065,Carlow/Mayo,RURAL,Not applicable,5,"35,000",27,0,35,Ontario
1762,2020-03-15,3512076,Hastings Highlands,RURAL,Not applicable,25,"525,000",250,0,35,Ontario
1763,2020-03-15,3513020,Prince Edward County,RURAL,Not applicable,160,"1,745,000",894,15,35,Ontario
1764,2020-03-15,3514004,Brighton,RURAL,Not applicable,55,"457,000",287,10,35,Ontario
1765,2020-03-15,3514014,Cramahe,RURAL,Not applicable,25,"455,000",238,5,35,Ontario
1766,2020-03-15,3514019,Hamilton,RURAL,Not applicable,45,"762,000",330,5,35,Ontario
1767,2020-03-15,3514020,Port Hope,URBAN,Not applicable,105,"1,765,000",833,10,35,Ontario
1768,2020-03-15,3514021,Cobourg,URBAN,Not applicable,195,"3,637,000","2,129",15,35,Ontario
1769,2020-03-15,3514024,Alnwick/Haldimand,RURAL,Not applicable,30,"476,000",315,0,35,Ontario
1770,2020-03-15,3514027,Alderville First Nation,RURAL,Not applicable,5,,,0,35,Ontario
1771,2020-03-15,3514045,Trent Hills,RURAL,Not applicable,65,"1,035,000",580,5,35,Ontario
1772,2020-03-15,3515003,Asphodel-Norwood,RURAL,Not applicable,10,"134,000",77,0,35,Ontario
1773,2020-03-15,3515005,Otonabee-South Monaghan,URBAN,Not applicable,40,"1,367,000",573,0,35,Ontario
1774,2020-03-15,3515013,Cavan Monaghan,URBAN,Not applicable,65,"1,598,000",715,5,35,Ontario
1775,2020-03-15,3515014,Peterborough,URBAN,Not applicable,770,"15,781,000","7,849",70,35,Ontario
1776,2020-03-15,3515015,Selwyn,URBAN,Not applicable,130,"1,498,000",786,15,35,Ontario
1777,2020-03-15,3515019,Curve Lake First Nation 35,URBAN,Not applicable,0,,,0,35,Ontario
1778,2020-03-15,3515023,Douro-Dummer,URBAN,Not applicable,30,,,0,35,Ontario
1779,2020-03-15,3515030,Havelock-Belmont-Methuen,RURAL,Not applicable,15,"158,000",103,0,35,Ontario
1780,2020-03-15,3515037,North Kawartha,RURAL,Not applicable,15,"121,000",58,5,35,Ontario
1781,2020-03-15,3515044,Trent Lakes,RURAL,Not applicable,20,"126,000",58,0,35,Ontario
1782,2020-03-15,3516010,Kawartha Lakes,URBAN,Not applicable,420,"6,417,000","3,377",40,35,Ontario
1783,2020-03-15,3518001,Pickering,URBAN,Not applicable,780,"14,922,000","7,546",85,35,Ontario
1784,2020-03-15,3518005,Ajax,URBAN,Not applicable,625,"12,314,000","6,758",75,35,Ontario
1785,2020-03-15,3518009,Whitby,URBAN,Not applicable,810,"17,980,000","9,889",85,35,Ontario
1786,2020-03-15,3518013,Oshawa,URBAN,Not applicable,885,"19,920,000","9,785",100,35,Ontario
1787,2020-03-15,3518017,Clarington,URBAN,Not applicable,425,"7,168,000","3,709",45,35,Ontario
1788,2020-03-15,3518020,Scugog,RURAL,Not applicable,175,"2,344,000","1,151",20,35,Ontario
1789,2020-03-15,3518029,Uxbridge,URBAN,Not applicable,225,"3,967,000","1,811",15,35,Ontario
1790,2020-03-15,3518039,Brock,RURAL,Not applicable,45,"468,000",209,5,35,Ontario
1791,2020-03-15,3519028,Vaughan,URBAN,Not applicable,"4,590","146,396,000","67,035",425,35,Ontario
1792,2020-03-15,3519036,Markham,URBAN,Not applicable,"3,575","89,419,000","41,613",360,35,Ontario
1793,2020-03-15,3519038,Richmond Hill,URBAN,Not applicable,"2,010","40,635,000","19,464",220,35,Ontario
1794,2020-03-15,3519044,Whitchurch-Stouffville,URBAN,Not applicable,370,"8,657,000","3,963",30,35,Ontario
1795,2020-03-15,3519046,Aurora,URBAN,Not applicable,575,"13,560,000","7,015",50,35,Ontario
1796,2020-03-15,3519048,Newmarket,URBAN,Not applicable,885,"24,080,000","11,859",85,35,Ontario
1797,2020-03-15,3519049,King,URBAN,Not applicable,250,"4,333,000","2,007",15,35,Ontario
1798,2020-03-15,3519054,East Gwillimbury,URBAN,Not applicable,185,"5,372,000","2,201",5,35,Ontario
1799,2020-03-15,3519070,Georgina,URBAN,Not applicable,190,"2,175,000","1,457",15,35,Ontario
1800,2020-03-15,3520005,Toronto,URBAN,Not applicable,"26,525","773,431,000","348,742","2,665",35,Ontario
1801,2020-03-15,3521005,Mississauga,URBAN,Not applicable,"7,950","307,608,000","138,956",735,35,Ontario
1802,2020-03-15,3521010,Brampton,URBAN,Not applicable,"3,470","88,633,000","43,561",315,35,Ontario
1803,2020-03-15,3521024,Caledon,URBAN,Not applicable,620,"16,630,000","7,502",60,35,Ontario
1804,2020-03-15,3522001,East Garafraxa,RURAL,Not applicable,10,"110,000",50,0,35,Ontario
1805,2020-03-15,3522008,Amaranth,RURAL,Not applicable,25,"780,000",272,0,35,Ontario
1806,2020-03-15,3522010,Grand Valley,RURAL,Not applicable,5,"56,000",23,0,35,Ontario
1807,2020-03-15,3522012,Mono,URBAN,Not applicable,80,"1,546,000",716,10,35,Ontario
1808,2020-03-15,3522014,Orangeville,URBAN,Not applicable,240,"4,298,000","2,326",15,35,Ontario
1809,2020-03-15,3522016,Mulmur,RURAL,Not applicable,20,"148,000",60,0,35,Ontario
1810,2020-03-15,3522019,Melancthon,RURAL,Not applicable,15,"157,000",74,0,35,Ontario
1811,2020-03-15,3522021,Shelburne,RURAL,Not applicable,20,"189,000",101,5,35,Ontario
1812,2020-03-15,3523001,Puslinch,URBAN,Not applicable,130,"4,965,000","1,989",10,35,Ontario
